"id","fullName","club","season","APPEARANCES","ASSISTS","AVERAGE_GOALS_PER_MATCH","AVERAGE_POINTS_PER_MATCH","CLEAN_SHEETS","DRAW_RATIO","FOULED","FOULS","LOSS_RATIO","OLDEST","RED_CARDS","SHORTEST","SUBSTITUTIONS_OFF","SUBSTITUTIONS_ON","TALLEST","TOP_SCORERS","WEIGHT","WIN_RATIO","YELLOW_CARDS","YOUNGEST"
"4074","Jimmy Floyd Hasselbaink","Charlton","2006-2007",25,3,0.08,0.84,0,24,21,17,56,43,0,1.83,6,14,1.83,2,86,20,3,43
"40755","Daniel Sturridge","Liverpool","2006-2007",2,0,0,0,0,0,0,0,100,26,0,1.88,0,2,1.88,0,76,0,0,26
"4078","Philippe Christanval","Fulham","2006-2007",20,0,0.05,1.15,4,40,8,17,35,37,0,1.85,2,1,1.85,1,73,25,1,37
"4098","John Arne Riise","Fulham","2006-2007",33,1,0.03,1.88,17,24.24,30,21,21.21,35,0,1.85,2,4,1.85,1,77,54.55,1,35
"4101","John Carew","Stoke","2006-2007",11,2,0.27,1.27,1,45.45,23,24,27.27,36,0,1.93,5,0,1.93,3,89,27.27,2,36
"4105","Jens Lehmann","Arsenal","2006-2007",36,1,0,1.78,10,27.78,18,1,22.22,46,0,1.88,0,0,1.88,0,82,50,8,46
"4113","Michael Ballack","Chelsea","2006-2007",26,1,0.19,2.38,11,19.23,35,67,7.69,39,1,1.89,4,3,1.89,5,88,73.08,7,39
"4152","Gaizka Mendieta","Middlesbrough","2006-2007",7,0,0,0.71,0,28.57,4,5,57.14,41,0,1.73,4,3,1.73,0,69,14.29,0,41
"4178","Vincenzo Montella","Fulham","2006-2007",10,0,0.2,1,0,40,3,3,40,41,0,1.72,3,7,1.72,2,68,20,0,41
"4223","Ben Thatcher","Charlton","2006-2007",22,2,0,1,6,31.82,11,26,45.45,40,1,1.78,3,1,1.78,0,79,22.73,6,40
"42428","Sam Hutchinson","Chelsea","2006-2007",1,0,0,1,0,100,0,0,0,26,0,1.82,0,1,1.82,0,73,0,0,26
"4253","Lauren","Portsmouth","2006-2007",10,1,0,1.5,2,30,4,18,30,38,0,1.8,2,1,1.8,0,71,40,1,38
"4332","Julio Arca","Middlesbrough","2006-2007",21,1,0.1,1.48,5,33.33,13,24,28.57,34,0,1.75,6,3,1.75,2,63,38.1,3,34
"4396","Louis Saha","Sunderland","2006-2007",24,4,0.33,2.38,6,12.5,35,26,12.5,37,0,1.85,6,6,1.85,8,69,75,1,37
"4412","Didier Agathe","Aston Villa","2006-2007",5,0,0,1.2,0,60,3,0,20,40,0,1.8,0,5,1.8,0,NA,20,0,40
"4445","James McFadden","Sunderland","2006-2007",19,0,0.11,1.37,1,26.32,20,17,36.84,32,0,1.78,4,13,1.78,2,75,36.84,1,32
"44851","César","Bolton","2006-2007",1,0,0,1,0,100,0,0,0,38,0,1.85,0,1,1.85,0,81,0,0,38
"4570","Bobby Zamora","QPR","2006-2007",32,3,0.34,1.25,0,12.5,46,66,50,34,1,1.85,19,5,1.85,11,75,37.5,3,34
"4610","Andy van der Meyde","Everton","2006-2007",8,0,0,1.38,0,25,8,5,37.5,36,0,1.83,5,3,1.83,0,78,37.5,1,36
"4626","Jan Kromkamp","Liverpool","2006-2007",1,0,0,1,0,100,2,3,0,35,0,1.84,0,0,1.84,0,83,0,1,35
"4719","Dirk Kuyt","Liverpool","2006-2007",34,4,0.35,1.94,7,17.65,31,48,23.53,35,0,1.84,13,7,1.84,12,77,58.82,0,35
"4738","Jerzy Dudek","Liverpool","2006-2007",2,0,0,1.5,1,0,0,0,50,42,0,1.88,0,0,1.88,0,83,50,0,42
"4740","Brett Emerton","Blackburn","2006-2007",34,3,0,1.44,7,20.59,30,46,38.24,36,0,1.85,1,2,1.85,0,88,41.18,5,36
"4838","Wilfred Bouma","Aston Villa","2006-2007",25,1,0,1.36,10,40,24,17,28,37,0,1.78,6,2,1.78,0,69,32,0,37
"488","Michael Duberry","Reading","2006-2007",8,0,0,1,2,25,7,6,50,40,0,1.85,1,0,1.85,0,87,25,1,40
"5000","Dejan Stefanovic","Fulham","2006-2007",20,0,0,1.75,7,25,9,33,25,41,0,1.8,3,0,1.8,0,83,50,4,41
"5019","Denny Landzaat","Wigan","2006-2007",33,1,0.06,1.12,4,21.21,25,35,48.48,39,0,1.77,11,4,1.77,2,70,30.3,2,39
"5161","Gabor Kiraly","Crystal Palace","2006-2007",5,0,0,0.2,1,20,1,0,80,39,0,1.91,0,0,1.91,0,91,0,0,39
"520","Teddy Sheringham","West Ham","2006-2007",17,0,0.12,1,0,11.76,9,11,58.82,49,0,1.83,3,13,1.83,2,80,29.41,3,49
"5246","Aliaksandr Hleb","Birmingham","2006-2007",33,4,0.06,1.76,4,30.3,56,25,21.21,34,0,1.85,15,6,1.85,2,73,48.48,1,34
"5280","Paul Stalteri","Spurs","2006-2007",6,0,0.17,2.17,0,16.67,3,1,16.67,38,0,1.81,0,5,1.81,1,77,66.67,1,38
"5306","Kevin Nolan","West Ham","2006-2007",31,0,0.1,1.61,10,16.13,16,51,35.48,33,1,1.83,5,0,1.83,3,85,48.39,9,33
"5534","Radostin Kishishev","Charlton","2006-2007",14,0,0,1,0,14.29,8,13,57.14,41,0,1.8,4,8,1.8,0,78,28.57,1,41
"5535","Jonathan Fortune","Charlton","2006-2007",8,0,0,0.13,0,12.5,7,7,87.5,35,0,1.88,0,2,1.88,0,84,0,3,35
"5539","Danny Shittu","QPR","2006-2007",30,0,0.03,0.8,7,40,37,31,46.67,35,0,1.91,3,3,1.91,1,96,13.33,2,35
"5543","Chris Kirkland","Wigan","2006-2007",26,2,0,0.96,7,15.38,11,0,57.69,34,0,1.91,1,0,1.91,0,74,26.92,1,34
"5594","Darius Henderson","Watford","2006-2007",35,0,0.09,0.69,5,34.29,33,79,54.29,34,0,1.85,11,11,1.85,3,83,11.43,3,34
"5596","Brynjar Gunnarsson","Reading","2006-2007",23,0,0.13,1.7,2,13.04,15,17,34.78,40,0,1.85,2,13,1.85,3,76,52.17,1,40
"5609","George McCartney","West Ham","2006-2007",22,2,0,1.64,3,13.64,18,18,36.36,34,0,1.8,3,6,1.8,0,69,50,4,34
"5692","Robert Hulse","QPR","2006-2007",29,1,0.28,1.07,6,24.14,62,63,48.28,36,0,1.85,4,1,1.85,8,78,27.59,6,36
"5700","Marcus Hahnemann","Everton","2006-2007",38,0,0,1.45,13,18.42,4,2,39.47,43,0,1.91,2,0,1.91,0,100,42.11,1,43
"5716","Gary O'Neil","Norwich","2006-2007",35,4,0.03,1.46,10,34.29,36,49,28.57,32,0,1.73,6,0,1.73,1,70,37.14,7,32
"5722","Leigh Bromby","Sheff Utd","2006-2007",17,0,0,1.06,1,17.65,4,14,52.94,35,0,1.83,4,5,1.83,0,72,29.41,5,35
"5750","Nicky Shorey","Reading","2006-2007",37,5,0.03,1.41,13,18.92,22,15,40.54,34,0,1.75,0,0,1.75,1,67,40.54,2,34
"5959","Albert Luque","Newcastle","2006-2007",7,0,0,1,0,14.29,0,4,57.14,37,0,1.85,0,7,1.85,0,76,28.57,1,37
"6074","Ivan Campo","Bolton","2006-2007",34,4,0.12,1.38,10,23.53,53,42,38.24,41,1,1.85,3,3,1.85,4,81,38.24,10,41
"6081","Geremi","Newcastle","2006-2007",19,1,0.05,2.11,5,36.84,8,6,5.26,37,0,1.77,8,4,1.77,1,84,57.89,0,37
"6083","Claude Makelele","Chelsea","2006-2007",29,0,0.03,2.31,12,24.14,48,39,6.9,42,0,1.74,10,3,1.74,1,70,68.97,5,42
"6127","Gabriel Heinze","Man Utd","2006-2007",22,0,0,2.09,3,18.18,26,27,18.18,37,0,1.78,4,5,1.78,0,72,63.64,5,37
"6219","Sylvain Distin","Bournemouth","2006-2007",37,0,0.05,1.14,14,24.32,31,22,45.95,38,0,1.93,1,0,1.93,2,87,29.73,1,38
"6223","Talal El Karkouri","Charlton","2006-2007",36,1,0.08,0.92,11,25,28,35,52.78,39,0,1.86,0,0,1.86,3,79,22.22,8,39
"6240","Shola Ameobi","Crystal Palace","2006-2007",12,1,0.25,0.75,0,25,26,29,58.33,34,0,1.91,6,3,1.91,3,76,16.67,1,34
"6251","Abdoulaye Méité","West Brom","2006-2007",35,0,0,1.6,11,22.86,21,40,31.43,35,0,1.85,1,0,1.85,0,82,45.71,4,35
"6254","William Gallas","Spurs","2006-2007",21,0,0.14,1.86,6,28.57,15,8,19.05,38,0,1.81,1,0,1.81,3,69,52.38,4,38
"6278","Teemu Tainio","Sunderland","2006-2007",21,0,0.1,1.57,1,28.57,19,13,28.57,36,0,1.76,12,1,1.76,2,72,42.86,1,36
"6285","Amdy Faye","Stoke","2006-2007",28,0,0.04,0.93,6,17.86,38,61,57.14,38,0,1.83,9,3,1.83,1,78,25,6,38
"6350","Tomasz Radzinski","Fulham","2006-2007",35,3,0.06,1.03,3,42.86,43,24,37.14,42,0,1.74,12,10,1.74,2,73,20,3,42
"6500","David Sommeil","Sheff Utd","2006-2007",5,0,0,0.2,1,20,0,6,80,41,0,1.78,2,1,1.78,0,75,0,1,41
"6507","Alexei Smertin","Fulham","2006-2007",7,1,0,0.43,1,42.86,10,7,57.14,40,0,1.73,1,1,1.73,0,63,0,0,40
"6516","Brian McBride","Fulham","2006-2007",38,0,0.24,1.03,2,39.47,65,38,39.47,43,0,1.83,15,4,1.83,9,75,21.05,0,43
"6547","Franck Queudrue","Birmingham","2006-2007",29,3,0.03,1.1,6,48.28,35,41,31.03,37,0,1.83,1,1,1.83,1,77,20.69,8,37
"6557","El Hadji Diouf","Blackburn","2006-2007",33,3,0.15,1.52,2,15.15,85,43,39.39,34,1,1.83,19,1,1.83,5,73,45.45,8,34
"6559","Antoine Sibierski","Wigan","2006-2007",26,2,0.12,1.38,1,23.08,38,17,38.46,41,0,1.88,6,12,1.88,3,71,38.46,0,41
"6596","Steed Malbranque","Sunderland","2006-2007",25,4,0.08,1.68,0,24,28,27,28,35,0,1.71,9,7,1.71,2,75,48,5,35
"6618","Andriy Shevchenko","Chelsea","2006-2007",30,6,0.13,2.27,2,26.67,27,18,6.67,39,0,1.83,18,8,1.83,4,72,66.67,1,39
"6688","Ousmane Dabo","Man City","2006-2007",13,0,0,1,4,7.69,8,19,61.54,38,1,1.83,2,3,1.83,0,73,30.77,3,38
"6694","Shabani Nonda","Blackburn","2006-2007",26,2,0.27,1.54,2,15.38,17,24,38.46,38,0,1.82,9,9,1.82,7,77,46.15,1,38
"6851","Andreas Isaksson","Man City","2006-2007",14,0,0,0.86,4,21.43,2,0,57.14,34,0,1.99,0,2,1.99,0,88,21.43,0,34
"6930","Stelios Giannakopoulos","Hull","2006-2007",23,0,0,1.48,0,17.39,16,19,39.13,41,0,1.7,7,12,1.7,0,69,43.48,1,41
"7551","Joleon Lescott","Aston Villa","2006-2007",38,1,0.05,1.53,13,34.21,40,41,26.32,33,0,1.9,1,2,1.9,2,89,39.47,2,33
"7597","David Connolly","Sunderland","2006-2007",2,0,0,1.5,0,0,0,3,50,38,0,1.73,0,2,1.73,0,68,50,0,38
"7635","Stephen Hunt","Wolves","2006-2007",35,5,0.11,1.46,10,17.14,53,34,40,34,0,1.75,11,7,1.75,4,79,42.86,4,34
"7636","Steve Kabba","Watford","2006-2007",18,2,0,0.78,0,11.11,10,16,66.67,34,0,1.78,5,12,1.78,0,71,22.22,0,34
"7640","Gareth Williams","Watford","2006-2007",3,0,0,0.33,0,33.33,0,3,66.67,34,0,1.8,1,1,1.8,0,80,0,0,34
"7645","Phil Jagielka","Everton","2006-2007",38,1,0.11,1,9,21.05,48,23,52.63,33,0,1.83,0,0,1.83,4,83,26.32,4,33
"7652","Derek Geary","Sheff Utd","2006-2007",26,3,0,1.15,6,23.08,39,18,46.15,35,0,1.68,4,0,1.68,0,64,30.77,4,35
"7698","Chris Armstrong","Sheff Utd","2006-2007",27,0,0,0.96,6,18.52,30,16,55.56,33,0,1.75,1,3,1.75,0,70,25.93,2,33
"7778","Lee Williamson","Watford","2006-2007",5,1,0,0.8,1,20,2,5,60,33,0,1.78,2,1,1.78,0,65,20,1,33
"7799","Shefki Kuqi","Newcastle","2006-2007",1,0,0,0,0,0,0,0,100,39,0,1.91,0,1,1.91,0,89,0,0,39
"7824","Idan Tal","Bolton","2006-2007",16,3,0,1.44,0,31.25,7,14,31.25,40,0,1.78,4,12,1.78,0,NA,37.5,1,40
"7907","Stuart Parnaby","Birmingham","2006-2007",18,0,0,1.11,1,27.78,6,10,44.44,33,0,1.78,3,9,1.78,0,70,27.78,2,33
"7958","Jermain Defoe","Sunderland","2006-2007",34,0,0.29,1.5,0,26.47,25,31,32.35,33,0,1.71,8,14,1.71,10,65,41.18,3,33
"8055","Benni McCarthy","West Ham","2006-2007",36,0,0.5,1.36,2,19.44,47,67,41.67,38,0,1.83,15,0,1.83,18,80,38.89,8,38
"8218","Nick Montgomery","Sheff Utd","2006-2007",26,4,0,1.08,5,15.38,26,54,53.85,34,0,1.75,5,4,1.75,0,74,30.77,7,34
"8282","Josip Skoko","Wigan","2006-2007",28,1,0,0.86,4,21.43,29,35,57.14,40,0,1.77,6,4,1.77,0,78,21.43,3,40
"8378","Leon Osman","Everton","2006-2007",34,1,0.09,1.53,9,38.24,48,53,23.53,34,0,1.73,5,3,1.73,3,67,38.24,5,34
"8380","James Collins","West Ham","2006-2007",16,0,0,1.63,6,12.5,10,19,37.5,32,0,1.88,1,0,1.88,0,83,50,4,32
"8411","Andy Reid","Blackpool","2006-2007",16,0,0.13,0.75,2,18.75,24,10,62.5,33,0,1.7,7,1,1.7,2,71,18.75,3,33
"8420","Danny Webber","Portsmouth","2006-2007",22,0,0.14,1.05,0,22.73,11,7,50,34,0,1.78,7,9,1.78,3,71,27.27,0,34
"8432","José Reina","Liverpool","2006-2007",35,0,0,1.83,19,20,5,1,25.71,33,0,1.88,0,0,1.88,0,92,54.29,0,33
"8442","Michael Essien","Chelsea","2006-2007",33,3,0.06,2.12,18,30.3,65,33,9.09,33,0,1.83,0,0,1.83,2,78,60.61,5,33
"8533","Arjen Robben","Chelsea","2006-2007",21,4,0.1,2.43,2,14.29,26,10,9.52,31,0,1.8,13,5,1.8,2,80,76.19,1,31
"8549","James Harper","Hull","2006-2007",38,2,0.08,1.45,11,18.42,26,30,39.47,35,0,1.78,5,2,1.78,3,70,42.11,3,35
"8560","Juan Pablo Angel","Aston Villa","2006-2007",23,1,0.17,1.26,5,47.83,12,45,26.09,40,0,1.86,9,5,1.86,4,78,26.09,2,40
"8595","Dimitar Berbatov","Fulham","2006-2007",33,9,0.36,1.61,4,24.24,53,61,30.3,34,0,1.88,3,3,1.88,12,79,45.45,1,34
"8597","Tomas Rosicky","Arsenal","2006-2007",26,1,0.12,1.88,2,15.38,26,13,26.92,35,0,1.78,13,4,1.78,3,65,57.69,3,35
"8683","Svetoslav Todorov","Charlton","2006-2007",9,0,0.22,0.89,0,22.22,14,12,55.56,37,0,1.8,2,6,1.8,2,75,22.22,1,37
"8758","Mikel Arteta","Arsenal","2006-2007",35,9,0.26,1.54,12,34.29,102,74,25.71,33,0,1.83,5,0,1.83,9,64,40,9,33
"8876","Jimmy Bullard","Hull","2006-2007",4,1,0.5,1.75,1,25,7,4,25,37,0,1.78,1,0,1.78,2,69,50,1,37
"8893","Jason Brown","Blackburn","2006-2007",1,0,0,3,0,0,0,0,0,33,0,1.83,0,1,1.83,0,84,100,0,33
"9007","Tony Hibbert","Everton","2006-2007",13,0,0,1.15,2,46.15,6,11,30.77,34,1,1.75,1,1,1.75,0,71,23.08,0,34
"9013","Zurab Khizanishvili","Blackburn","2006-2007",18,0,0,1.17,4,16.67,15,29,50,34,0,1.85,1,1,1.85,0,80,33.33,6,34
"9047","Glen Johnson","Stoke","2006-2007",26,2,0,1.5,9,34.62,25,40,26.92,31,0,1.78,0,1,1.78,0,70,38.46,4,31
"9088","Andy Webster","Wigan","2006-2007",4,0,0,3,1,0,1,4,0,33,0,1.83,2,1,1.83,0,64,100,1,33
"9089","Ben Foster","West Brom","2006-2007",29,0,0,0.76,6,34.48,6,2,51.72,32,0,1.93,2,0,1.93,0,79,13.79,0,32
"9110","Shaun Maloney","Wigan","2006-2007",8,0,0.13,1.63,0,50,13,4,12.5,32,0,1.73,4,3,1.73,1,69,37.5,0,32
"942","Danny Mills","Man City","2006-2007",1,0,0,3,0,0,0,0,0,38,0,1.8,0,1,1.8,0,75,100,0,38
"9540","Calum Davenport","West Ham","2006-2007",16,1,0.06,0.94,1,18.75,19,16,56.25,32,0,1.93,1,3,1.93,1,77,25,2,32
"9631","Bradley Jones","Liverpool","2006-2007",2,0,0,1,1,100,1,0,0,33,0,1.91,0,0,1.91,0,76,0,0,33
"9677","Mido","Middlesbrough","2006-2007",12,0,0.08,1.17,2,16.67,13,18,50,32,0,1.88,2,5,1.88,1,75,33.33,4,32
"973","Jonathan Woodgate","Stoke","2006-2007",30,1,0,1.23,9,33.33,16,28,36.67,35,0,1.88,2,0,1.88,0,80,30,3,35
"9761","Ulises de la Cruz","Reading","2006-2007",9,1,0.11,2,4,33.33,4,6,11.11,41,0,1.78,2,0,1.78,1,76,55.56,0,41
"999","Alan Smith","Newcastle","2006-2007",9,1,0,1.89,2,22.22,8,18,22.22,35,0,1.75,4,3,1.75,0,74,55.56,1,35
"10089","Martin Petrov","Bolton","2007-2008",34,8,0.15,1.5,9,26.47,28,22,32.35,36,1,1.8,6,0,1.8,5,77,41.18,2,36
"10107","Rafael Schmitz","Birmingham","2007-2008",15,1,0,0.8,0,20,12,19,60,35,0,1.82,2,3,1.82,0,74,20,2,35
"10114","Fábio Rochemback","Middlesbrough","2007-2008",26,4,0.04,1.12,4,30.77,36,44,42.31,34,0,1.83,5,5,1.83,1,83,26.92,7,34
"10135","Tomasz Kuszczak","Man Utd","2007-2008",9,0,0,2.44,5,11.11,2,0,11.11,33,0,1.91,0,1,1.91,0,84,77.78,0,33
"10143","Geovanni","Hull","2007-2008",19,1,0.16,1.42,0,31.58,18,15,31.58,35,0,1.68,2,17,1.68,3,63,36.84,4,35
"1019","Kevin Kilbane","Hull","2007-2008",35,1,0.03,1.09,9,22.86,37,24,48.57,38,1,1.83,0,2,1.83,1,81,28.57,2,38
"10366","Erik Edman","Wigan","2007-2008",5,0,0,1.6,3,40,6,4,20,37,0,1.79,2,0,1.79,0,77,40,0,37
"10425","Florent Malouda","Chelsea","2007-2008",21,0,0.1,2.05,3,33.33,28,23,9.52,35,0,1.84,10,5,1.84,2,73,57.14,2,35
"10449","Henri Camara","Stoke","2007-2008",10,1,0,0.9,0,30,2,4,50,38,0,1.76,2,7,1.76,0,67,20,1,38
"10451","Jermaine Jenas","QPR","2007-2008",29,6,0.14,1.24,7,41.38,34,42,31.03,32,0,1.8,2,1,1.8,4,73,27.59,3,32
"10454","Dickson Etuhu","Fulham","2007-2008",20,1,0.05,0.85,1,25,19,43,55,33,0,1.88,6,2,1.88,1,83,20,4,33
"10460","Grant Leadbitter","Sunderland","2007-2008",31,4,0.06,1.03,0,16.13,19,33,54.84,29,0,1.74,5,14,1.74,2,68,29.03,5,29
"10549","Dave Kitson","Stoke","2007-2008",34,2,0.29,0.97,2,17.65,50,61,55.88,35,1,1.91,7,6,1.91,10,79,26.47,3,35
"1059","Danny Gabbidon","Crystal Palace","2007-2008",10,0,0,1.5,3,30,6,7,30,36,0,1.78,0,2,1.78,0,77,40,1,36
"10594","Joseph Yobo","Norwich","2007-2008",30,2,0.03,1.73,9,13.33,18,17,33.33,35,0,1.88,2,1,1.88,1,76,53.33,0,35
"10602","Milan Baros","Portsmouth","2007-2008",12,1,0,1.33,0,8.33,20,12,50,34,0,1.83,7,4,1.83,0,69,41.67,0,34
"10709","Emanuel Pogatetz","West Ham","2007-2008",24,0,0,1.21,5,33.33,31,28,37.5,32,0,1.91,0,1,1.91,0,90,29.17,3,32
"10738","Darren Bent","Aston Villa","2007-2008",27,3,0.22,1.22,2,33.33,4,18,37.04,31,0,1.8,7,16,1.8,6,73,29.63,0,31
"10866","Georgios Samaras","West Brom","2007-2008",5,0,0,2,0,20,8,7,20,30,0,1.93,1,3,1.93,0,82,60,0,30
"10917","Ricardo Carvalho","Chelsea","2007-2008",21,0,0.05,2.62,12,19.05,17,20,0,37,1,1.83,3,0,1.83,1,79,80.95,6,37
"11043","Nery Castillo","Man City","2007-2008",7,0,0,0.57,0,14.29,1,1,71.43,31,0,1.71,2,5,1.71,0,62,14.29,0,31
"11193","Moritz Volz","Fulham","2007-2008",9,0,0,0.44,0,11.11,11,8,77.78,32,1,1.78,4,4,1.78,0,75,11.11,1,32
"11217","Seol Ki-Hyeon","Fulham","2007-2008",15,1,0,0.67,0,46.67,8,11,46.67,36,0,1.85,6,9,1.85,0,73,6.67,1,36
"11269","David Murphy","Birmingham","2007-2008",14,2,0.07,1.07,0,42.86,8,9,35.71,31,0,1.84,0,0,1.84,1,84,21.43,2,31
"1131","Titus Bramble","Sunderland","2007-2008",26,1,0.08,0.88,5,19.23,21,20,57.69,34,0,1.85,0,0,1.85,2,86,23.08,5,34
"11334","Petr Cech","Arsenal","2007-2008",26,0,0,2.04,14,30.77,4,0,11.54,33,0,1.96,1,0,1.96,0,90,57.69,0,33
"11529","Diomansy Kamara","Fulham","2007-2008",28,1,0.18,0.96,0,32.14,35,28,46.43,35,0,1.81,11,11,1.81,5,72,21.43,6,35
"11607","Caleb Folan","Hull","2007-2008",2,0,0,1.5,0,0,0,2,50,33,0,1.88,1,1,1.88,0,81,50,0,33
"11675","Sun Jihai","Man City","2007-2008",14,0,0,1.43,1,14.29,7,17,42.86,38,0,1.78,0,7,1.78,0,69,42.86,2,38
"1169","Michael Johnson","Derby","2007-2008",3,0,0,0,0,0,0,0,100,42,0,1.8,1,2,1.8,0,75,0,0,42
"11735","Steve Sidwell","Stoke","2007-2008",15,1,0,2.73,2,13.33,7,18,0,33,0,1.78,5,8,1.78,0,70,86.67,1,33
"11829","Wayne Routledge","Swansea","2007-2008",3,0,0,2,0,0,2,0,33.33,30,0,1.7,1,2,1.7,0,64,66.67,0,30
"11839","Jérémie Aliadière","Middlesbrough","2007-2008",29,6,0.17,1.28,2,34.48,23,35,34.48,32,1,1.83,16,3,1.83,5,70,31.03,2,32
"11854","Daryl Murphy","Sunderland","2007-2008",28,3,0.11,1.18,4,10.71,15,26,53.57,32,0,1.89,11,8,1.89,3,77,35.71,2,32
"1188","Michael Brown","Portsmouth","2007-2008",31,0,0,1.03,9,25.81,36,70,48.39,38,0,1.75,3,4,1.75,0,76,25.81,11,38
"1195","Andrew Johnson","Crystal Palace","2007-2008",29,4,0.21,1.66,6,20.69,37,21,31.03,34,0,1.75,5,9,1.75,6,64,48.28,1,34
"11975","Bruno Berner","Blackburn","2007-2008",2,0,0,0.5,0,50,2,3,50,38,0,1.88,0,0,1.88,0,76,0,1,38
"11980","Papa Bouba Diop","Portsmouth","2007-2008",27,3,0,1.63,13,18.52,61,66,33.33,37,0,1.93,5,2,1.93,0,93,48.15,8,37
"11991","Benjani","Blackburn","2007-2008",36,1,0.42,1.42,8,25,32,74,36.11,37,0,1.88,12,2,1.88,15,78,38.89,1,37
"12002","Stewart Downing","West Ham","2007-2008",38,6,0.24,1.11,7,31.58,36,13,42.11,31,0,1.8,1,0,1.8,9,64,26.32,3,31
"1212","Shaun Wright-Phillips","QPR","2007-2008",27,4,0.07,2.22,3,22.22,23,23,11.11,34,0,1.68,14,7,1.68,2,64,66.67,1,34
"12141","Gary Teale","Derby","2007-2008",18,1,0,0.33,1,16.67,9,12,77.78,37,0,1.76,7,9,1.76,0,73,5.56,1,37
"12142","Liam Miller","Sunderland","2007-2008",24,2,0.04,1,2,12.5,22,40,58.33,34,1,1.7,1,8,1.7,1,71,29.17,3,34
"12295","Valeri Bojinov","Man City","2007-2008",3,0,0,3,0,0,1,0,0,29,0,1.83,1,2,1.83,0,76,100,0,29
"12297","Robin van Persie","Man Utd","2007-2008",15,2,0.47,2.2,1,20,28,21,13.33,32,0,1.83,11,2,1.83,7,71,66.67,2,32
"12303","Didier Drogba","Chelsea","2007-2008",19,4,0.42,2.32,4,26.32,27,41,5.26,37,1,1.89,5,2,1.89,8,91,68.42,5,37
"1231","Craig Bellamy","Cardiff","2007-2008",8,1,0.25,1.75,1,25,13,7,25,36,0,1.75,4,1,1.75,2,68,50,2,36
"1235","Jason Koumas","Wigan","2007-2008",30,4,0.03,1,7,30,23,20,46.67,36,1,1.78,1,9,1.78,1,74,23.33,1,36
"12413","Robert Huth","Leicester","2007-2008",13,0,0.08,1.38,3,46.15,14,20,23.08,31,0,1.91,0,4,1.91,1,80,30.77,3,31
"1243","Robert Green","QPR","2007-2008",38,0,0,1.29,8,26.32,2,1,39.47,35,0,1.87,0,0,1.87,0,93,34.21,2,35
"12450","Kolo Touré","Liverpool","2007-2008",30,2,0.07,2.17,8,26.67,19,12,10,34,0,1.83,4,1,1.83,2,74,63.33,3,34
"1247","Lee Carsley","Birmingham","2007-2008",34,4,0.03,1.82,12,23.53,21,40,23.53,41,0,1.75,5,1,1.75,1,76,52.94,6,41
"12512","Borja Oubiña","Birmingham","2007-2008",2,0,0,2,0,50,0,0,0,33,0,1.79,1,1,1.79,0,75,50,0,33
"1256","Damien Duff","Fulham","2007-2008",16,0,0,0.56,0,18.75,19,10,68.75,36,0,1.78,6,4,1.78,0,60,12.5,3,36
"1267","Damien Johnson","Birmingham","2007-2008",17,0,0,1.12,1,41.18,11,19,35.29,37,1,1.75,2,0,1.75,0,63,23.53,5,37
"12674","Fitz Hall","QPR","2007-2008",1,0,0,0,0,0,0,1,100,35,0,1.93,0,1,1.93,0,82,0,0,35
"12679","Michael Dawson","Hull","2007-2008",27,0,0.04,1.19,4,40.74,19,19,33.33,32,0,1.88,4,1,1.88,1,76,25.93,3,32
"1274","David Dunn","Blackburn","2007-2008",31,3,0.03,1.55,1,29.03,37,46,29.03,36,1,1.78,18,6,1.78,1,78,41.94,6,36
"12744","David Nugent","Leicester","2007-2008",15,0,0,1.27,0,26.67,11,9,40,30,0,1.8,2,10,1.8,0,76,33.33,0,30
"12745","Leighton Baines","Everton","2007-2008",22,0,0,1.59,4,22.73,10,15,31.82,31,0,1.7,2,9,1.7,0,74,45.45,1,31
"1275","Martin Taylor","Birmingham","2007-2008",4,0,0,0.75,0,75,2,4,25,36,1,1.93,1,0,1.93,0,95,0,0,36
"12780","Tyrone Mears","Bolton","2007-2008",25,1,0.04,0.32,2,20,33,22,76,32,0,1.8,1,3,1.8,1,74,4,2,32
"12799","Carlton Cole","West Ham","2007-2008",31,5,0.13,1.23,1,25.81,24,85,41.94,32,0,1.91,16,10,1.91,4,84,32.26,9,32
"12852","Radhi Jaidi","Birmingham","2007-2008",18,0,0,1.06,1,22.22,13,25,50,40,0,1.88,0,0,1.88,0,85,27.78,4,40
"12864","Aaron Mokoena","Portsmouth","2007-2008",18,1,0,1.78,1,27.78,8,12,22.22,35,0,1.83,4,10,1.83,0,78,50,2,35
"12882","Park Ji-Sung","QPR","2007-2008",12,1,0.08,2.42,2,16.67,12,3,8.33,34,0,1.75,6,4,1.75,1,72,75,0,34
"12891","Lee Young-Pyo","Spurs","2007-2008",18,0,0,1.33,4,16.67,27,4,44.44,38,0,1.76,2,1,1.76,0,69,38.89,2,38
"12928","Julius Aghahowa","Wigan","2007-2008",14,1,0,1.07,0,21.43,4,14,50,33,0,1.78,2,12,1.78,0,73,28.57,2,33
"1296","Andrew Todd","Derby","2007-2008",19,1,0.05,0.21,0,21.05,15,19,78.95,41,0,1.78,5,5,1.78,1,75,0,2,41
"13000","John Utaka","Portsmouth","2007-2008",29,3,0.17,1.48,4,24.14,24,33,34.48,33,0,1.8,11,4,1.8,5,82,41.38,1,33
